time (s),pt1,pt2,pt3,pt4,pt5,pt6,pt7,pt8,pt9
0.0000905,110.3229603,84.0497939,99.86189534,101.1572969,116.148814,119.6150561,125.8999694,109.4323309,92.57882597
9.08E-05,108.688546,82.36373986,101.1978404,96.13530341,121.8517018,114.8484411,123.0277267,124.3461176,93.61644668
0.000091,106.6455282,80.0032642,100.8638542,90.57523922,129.4555521,117.0069082,124.304279,131.4156399,96.38343526
9.13E-05,106.4412265,77.30557774,100.3628747,86.27067339,138.865317,123.662182,128.772212,132.6745959,97.53634716
0.0000915,107.2584336,75.8724318,101.1978404,86.27067339,140.4811352,129.05835,133.6390676,132.3840676,95.11523216
9.18E-05,108.688546,79.49744799,103.0347649,91.47202377,128.2199265,131.126881,136.5910948,128.8977278,91.77178764
0.000092,109.5057531,84.97712362,104.5377031,98.46694323,119.8556911,130.9470088,135.7932496,127.2514007,88.42834311
9.23E-05,109.5057531,90.11958844,105.7066551,101.1572969,113.1072739,130.0476474,132.1231618,124.9271742,86.58368406
0.0000925,107.6670371,94.50332895,106.2076345,96.49401723,103.0321722,128.3388609,127.4956597,129.1882561,88.65892549
9.28E-05,105.4197176,96.27368569,106.3746276,86.80874412,104.8380867,126.4502021,124.6234171,139.9378037,94.53877621
0.000093,103.5810016,94.58763165,106.0406414,76.7647572,114.8181402,122.4930123,124.5436326,147.2978543,101.1103741
9.33E-05,103.3766998,91.13122086,105.0386826,71.56340683,124.6080976,118.176078,127.4158752,150.5905085,104.684401
0.0000935,104.8068122,87.84341549,103.5357443,72.63954828,132.6871885,116.5572276,131.7242392,146.6199549,105.0302745
9.38E-05,106.0326229,88.09632359,102.8677718,77.84089866,135.3485362,117.9062696,135.4741115,140.8093886,105.2608569
0.000094,107.4627354,92.4800641,102.8677718,84.4771043,130.0258409,120.9640981,136.9900174,134.320923,105.9526041
9.43E-05,108.0756407,96.7795019,103.2017581,88.78167013,117.9547285,122.3131401,135.6336806,126.6703441,104.3385274
0.0000945,109.0971496,100.2359127,102.1997992,89.31974085,105.3133273,119.52512,131.8838082,120.6660923,101.68683
9.48E-05,110.1186585,102.5120856,100.696861,86.4500303,101.8915946,114.128952,127.3360907,119.116608,99.95746216
0.000095,108.688546,103.6923235,99.52790907,81.42803684,106.6440011,108.3730395,123.9053564,122.1187339,99.84217097
9.53E-05,106.0326229,104.8725613,98.69294339,77.12347102,116.2438622,105.944764,123.3468648,127.154558,99.4962974
0.0000955,102.9680962,106.8958261,98.35895712,75.15054502,128.0298302,106.1246362,125.5808313,129.5756272,98.80455026
9.58E-05,100.3121731,107.4016424,98.19196398,75.32990192,130.786226,105.6749556,130.1285488,128.413514,99.26571502
0.000096,99.69926778,106.8115234,98.52595025,76.7647572,128.600119,105.1353388,134.3571283,125.3145453,100.4186269
9.63E-05,99.29066423,106.2214045,98.85993652,78.02025556,125.0833382,106.2145724,135.7932496,113.0155134,100.6492093
0.0000965,98.67775889,104.7039559,97.85797771,79.27575393,113.6775627,110.0818261,133.3997141,99.36068276,99.72687978
9.68E-05,98.67775889,103.6080208,96.02105321,81.42803684,102.6519797,112.9597823,128.8519965,90.25746232,97.42105597
0.000097,98.88206067,103.8609289,92.68119049,82.32482139,101.6064503,110.711379,123.9053564,85.89953763,96.95989121
9.73E-05,99.69926778,104.2824424,89.67531404,80.71060921,103.5074128,105.315211,121.5916054,86.57743703,97.42105597
0.0000975,100.5164749,104.5353505,87.50440328,76.58540029,103.5074128,99.91904309,122.3894506,90.06377678,98.3433855
9.78E-05,100.7207767,103.4394154,86.16845819,72.81890519,110.9211669,98.74987337,125.8999694,96.74592796,100.3033357
0.000098,100.3121731,99.39288566,85.50048564,71.56340683,119.0953061,101.2680851,130.0487643,101.1038526,99.26571502
9.83E-05,100.7207767,93.15448571,84.49852683,72.9982621,121.8517018,106.1246362,132.6816534,96.64908518,96.49872645
0.0000985,101.9465873,87.16899387,83.99754742,76.94411411,119.2854023,111.1610596,133.240145,88.22376413,96.38343526
9.88E-05,103.172398,85.48293983,83.32957487,82.14546448,112.6320333,114.2188881,132.2827308,82.0258268,96.72930883
0.000099,103.5810016,86.49457225,83.49656801,85.91195958,105.9786642,114.5786327,131.3253166,82.60688343,96.61401764
9.93E-05,103.9896051,87.33759927,83.99754742,86.09131649,98.08966947,113.8591436,129.8094107,89.48272015,96.72930883
0.0000995,103.5810016,86.66317766,84.99950623,82.86289212,92.19668545,113.4993991,128.2137204,93.06590267,95.46110573
9.98E-05,102.7637945,85.23003172,86.83643073,78.19961247,96.66394753,111.6107403,126.61803,97.71435566,93.96232026
0.0001,102.1508891,83.29106958,90.17629345,74.97118811,108.9251562,108.1931673,125.9797539,100.1354249,91.31062287
1.00E-04,101.333682,80.0875669,93.68314931,74.7918312,123.1823756,106.4843808,126.3786765,97.61751289,88.5436343
0.0001005,100.1078713,77.55848584,95.85406008,77.66154175,136.2039693,109.1824647,128.0541513,93.35643098,87.96717835
1.01E-04,99.29066423,74.43928587,97.02301203,84.11839048,139.0554132,113.409463,129.9689798,88.51429244,89.58125502
0.000101,99.494966,71.99450751,97.02301203,90.93395304,132.9723329,116.827036,131.8040237,87.73955028,90.50358454
1.01E-04,100.9250785,70.81426968,97.02301203,93.62430668,122.8021831,120.5144174,133.1603605,97.13329904,90.84945811
0.0001015,101.9465873,68.79100483,97.85797771,90.93395304,108.73506,122.942693,134.0379902,109.5291737,90.27300216
1.02E-04,102.3551909,68.45379403,99.36091593,84.11839048,101.7965465,122.0433317,134.4369128,119.6976646,89.12009026
0.000102,101.7422856,69.38112375,101.1978404,77.84089866,107.0241936,118.895567,134.1975592,127.9293001,86.58368406
1.02E-04,100.5164749,71.82590211,102.7007787,74.97118811,115.6735734,117.0069082,133.3199295,131.9966965,83.58611311
0.0001025,99.69926778,74.18637776,104.0367237,76.7647572,123.7526644,116.1974831,131.9635927,130.6408977,80.93441573
1.03E-04,99.494966,75.19801019,104.2037169,82.5041783,131.7367073,116.1974831,130.6870404,128.1229857,78.74388311
0.000103,99.494966,75.11370748,103.5357443,89.14038394,132.6871885,118.176078,130.4476869,127.9293001,78.8591743
1.03E-04,100.1078713,72.75323183,101.0308473,93.44494977,124.7981938,122.4930123,131.0061785,132.190382,79.78150383
0.0001035,100.9250785,69.21251834,99.02692966,93.62430668,112.7270814,126.7200105,132.3625153,136.5483067,81.97203644
1.04E-04,101.9465873,67.1892535,98.52595025,90.93395304,101.8915946,127.1696912,134.1177747,138.7756905,85.54606335
0.000104,103.3766998,70.47705887,99.1939228,87.34681485,96.47385127,123.0326291,135.394327,138.1946338,88.88950787
1.04E-04,103.7853033,77.89569665,99.86189534,84.65646121,101.1312096,115.1182495,135.234758,134.4177658,93.03999073
0.0001045,104.3982087,86.07305874,101.0308473,83.93903357,110.6360225,107.5636143,133.240145,133.9335519,99.4962974
1.05E-04,106.0326229,94.84053975,102.0328061,85.55324576,120.521028,103.1567439,130.8466095,136.838835,106.6443512
0.000105,109.0971496,103.1022045,102.5337855,87.88488558,130.5961297,103.7862968,129.8094107,137.71042,112.4089107
1.05E-04,110.7315638,109.5935126,102.5337855,91.65138068,132.6871885,107.2038698,130.6072559,135.579879,116.9052672
0.0001055,111.3444691,110.8580531,102.0328061,93.80366359,126.2239158,110.0818261,132.4422998,128.6071995,121.8627884
1.06E-04,111.9573745,107.4859451,101.865813,94.16237741,118.9052098,113.3195268,134.5964818,128.7040423,126.0132712
0.000106,113.7960905,104.7039559,101.3648336,91.11330995,109.3053487,115.2081856,135.7932496,138.1946338,129.4720069
1.06E-04,116.04341,103.9452316,101.6988198,85.91195958,101.8915946,114.4886965,136.2719567,149.4283952,132.7001603
0.0001065,119.5165403,106.0527991,102.7007787,80.71060921,105.6935198,110.711379,135.6336806,159.2095151,136.5047696
1.07E-04,122.3767652,109.8464207,103.5357443,77.66154175,112.441937,105.7648917,133.9582057,162.211641,139.7329229
0.000107,124.4197829,112.7970153,103.7027375,78.91704011,117.0992953,101.9875741,132.0433772,153.8831627,141.1164172
1.07E-04,125.2369901,111.448172,103.0347649,82.5041783,118.8101617,99.91904309,131.0061785,139.7441182,141.1164172
0.0001075,124.8283865,104.8725613,102.3667924,85.37388885,119.2854023,100.548596,131.8040237,131.803011,139.6176317
1.08E-04,124.6240847,98.46555594,101.1978404,85.19453194,118.334921,104.3259136,133.7986366,129.67247,135.58244
0.000108,123.8068776,94.84053975,99.6949022,82.32482139,112.5369851,110.6214428,136.0326031,134.4177658,129.4720069
1.08E-04,124.2154812,94.16611814,99.02692966,78.7376832,107.7845787,114.8484411,136.9900174,141.8746591,122.0933707
0.0001085,123.8068776,94.92484246,99.02692966,77.30282793,107.309338,115.477994,136.9102328,145.5546844,117.2511407
1.09E-04,123.1939723,97.03241001,99.36091593,78.37896938,105.5034236,112.4201655,136.1123877,147.394697,114.8300257
0.000109,120.9466527,99.30858296,99.86189534,80.17253848,109.0202043,107.2038698,134.8358354,147.6852254,113.6771138
1.09E-04,117.6778243,102.0062694,99.36091593,81.24867993,113.6775627,100.9982767,134.1177747,142.9399296,111.2559988
0.0001095,115.4305047,106.2214045,98.02497084,79.99318157,113.6775627,96.68134232,133.7986366,136.3546212,109.1807574
1.10E-04,115.2262029,109.0033937,96.35503948,77.48218484,120.2358836,98.30019271,134.7560509,132.8682814,108.7195926
0.00011,115.6348065,108.919091,95.5200738,77.84089866,127.3644933,105.2252749,136.1123877,132.3840676,105.9526041
1.10E-04,115.2262029,105.9684964,94.85210126,81.60739375,124.7981938,113.2295907,137.1495864,133.4493381,100.0727534
0.0001105,114.6132976,101.4161505,93.85014244,85.55324576,123.3724719,118.4458864,137.2293709,135.6767218,92.46353478
1.11E-04,115.2262029,97.53822622,93.34916304,87.70552867,124.227905,119.8848645,135.8730341,135.7735646,85.66135454
0.000111,117.4735225,92.6486695,94.18412872,86.62938721,121.5665574,117.7263973,134.1177747,133.3524953,82.5484924
1.11E-04,119.5165403,89.61377223,96.35503948,83.93903357,120.2358836,112.5101016,132.5220844,127.154558,83.35553073
0.0001115,120.3337474,90.03528574,98.85993652,81.78675066,120.9012205,106.9340614,132.3625153,115.4365827,85.77664573
1.12E-04,120.3337474,92.4800641,100.5298679,81.60739375,123.46752,104.3259136,133.6390676,108.8512743,90.04241978
0.000112,120.7423509,95.26205326,100.8638542,81.78675066,124.7031457,104.9554665,135.553896,106.430205,94.88464978
1.12E-04,122.9896705,97.36962081,100.3628747,82.32482139,122.9922794,108.1032311,136.6708793,105.7523056,100.7645005
0.0001125,124.6240847,96.35798839,99.6949022,82.5041783,121.281413,113.7692075,136.3517412,107.3986327,105.1455657
1.13E-04,125.2369901,92.05855059,98.19196398,82.32482139,117.8596804,120.0647367,134.5166973,109.9165448,106.6443512
0.000113,123.3982741,89.10795602,95.68706694,83.04224903,112.3468889,122.5829485,132.0433772,118.0513375,105.4914393
1.13E-04,120.7423509,89.44516682,93.34916304,83.75967666,113.3924183,120.1546729,129.8094107,130.7377405,104.5691098
0.0001135,117.2692207,93.57599922,91.51223854,84.4771043,117.1943435,114.8484411,129.2509191,144.6830995,106.1831864
1.14E-04,113.5917887,97.20101541,90.844266,83.22160594,120.4259799,110.2616983,130.2083333,154.7547476,109.1807574
0.000114,109.3014514,94.75623705,89.50832091,80.35189539,124.0378088,106.3944446,132.7614379,155.5294898,112.4089107
1.14E-04,103.5810016,89.69807493,86.83643073,76.7647572,120.3309317,105.4051472,135.3145425,146.0388983,115.5217729
0.0001145,98.88206067,85.31433443,83.66356115,74.61247429,117.4794879,108.1032311,137.38894,131.5124826,119.211091
1.15E-04,97.04334467,80.1718696,80.49069156,73.71568974,120.4259799,114.8484411,138.0272161,119.8913502,124.7450681
0.000115,96.63474111,76.12533991,77.65180825,74.07440356,119.6655948,122.3131401,137.2293709,120.5692496,131.2013748
1.15E-04,95.40893044,75.7038264,75.31390435,74.97118811,118.1448248,128.0690525,135.1549734,131.803011,134.0836545
0.0001155,93.36591266,76.12533991,73.81096612,75.15054502,117.2893916,129.777839,133.240145,144.1988856,130.5096276
1.16E-04,90.50568776,75.7881291,72.64201417,74.43311738,114.3428996,124.9212879,132.5220844,149.4283952,123.7074474
0.000116,86.82825575,73.76486425,73.47697985,73.35697592,115.9587178,115.5679301,132.9210069,144.6830995,116.3288112
1.16E-04,83.15082374,70.30845347,76.4828563,72.28083447,115.7686215,106.7541892,134.4369128,136.1609356,110.5642517
0.0001165,79.88199529,68.87530754,80.15670529,71.0253361,111.3013594,102.3473187,135.234758,127.4450863,106.2984776
1.17E-04,78.04327929,71.06717779,82.82859547,71.38404992,107.4994343,103.1567439,134.8358354,118.4387086,101.4562476
0.000117,76.00026151,73.76486425,83.99754742,73.17761901,103.0321722,107.9233589,133.3199295,114.2744695,97.53634716
1.17E-04,75.59165795,77.13697233,83.83055428,76.7647572,103.5074128,113.6792713,131.1657475,114.7586833,95.92227049
0.0001175,75.38735617,82.19513445,85.16649937,79.45511084,106.7390492,117.9962057,129.0115656,113.5965701,92.69411716
1.18E-04,74.57014906,87.00038847,86.33545132,81.60739375,111.3013594,119.8848645,126.9371681,110.4976014,87.96717835
0.000118,73.34433839,90.28819384,87.67139641,83.58031975,116.7191028,118.8056309,125.5010468,109.6260165,82.20261883
1.18E-04,71.09701883,90.45679925,90.00930032,84.65646121,117.9547285,115.2081856,124.3840635,112.8218279,77.7062624
0.0001185,69.66690638,88.68644251,93.51615617,83.93903357,118.2398729,109.7220815,123.1872958,117.9544947,77.59097121
1.19E-04,69.87120816,87.42190198,97.69098457,81.60739375,115.1983327,104.4158497,121.5118209,119.116608,83.58611311
0.000119,70.89271705,88.5178371,101.3648336,80.35189539,106.7390492,102.5271909,119.5969924,114.7586833,93.84702907
1.19E-04,72.93573483,90.96261546,102.7007787,81.24867993,101.5114021,104.9554665,118.4002247,106.0428339,106.6443512
0.0001195,76.00026151,95.09344786,102.3667924,85.37388885,101.8915946,110.6214428,118.8789318,95.39012917,116.789976
1.20E-04,80.69920241,101.837664,101.6988198,90.57523922,107.7845787,115.2081856,121.5118209,83.18794005,121.05575
0.00012,88.05406642,109.0876964,101.0308473,92.36880831,118.2398729,116.0176108,125.7404003,78.7331726,119.7875469
1.20E-04,97.04334467,114.7359774,100.0288885,88.42295631,125.4635307,113.5893352,129.9689798,83.67215391,115.6370641
0.0001205,106.6455282,118.0237828,98.85993652,80.5312523,125.653627,109.1824647,133.3199295,96.06802856,110.5642517
1.21E-04,114.4089958,118.4452963,98.69294339,73.35697592,124.227905,104.0561052,133.8784212,111.6597146,107.3360984
0.000121,121.5595581,116.9278477,100.0288885,71.56340683,121.4715093,99.82910696,132.6018689,119.116608,109.1807574
1.21E-04,127.6886114,112.038291,102.5337855,74.97118811,116.7191028,98.48006497,130.5274714,117.3734381,116.789976
0.0001215,131.774647,106.3057072,103.8697306,79.99318157,111.8716482,100.6385322,129.4104882,110.9818153,125.5521065
1.22E-04,134.0219665,106.642918,104.2037169,83.04224903,109.2103006,106.3944446,130.1285488,108.9481171,131.316666
0.000122,135.6563808,112.6284099,103.5357443,83.22160594,111.5865038,114.4886965,132.9210069,111.950243,133.161325
1.22E-04,136.6778896,120.7214693,103.7027375,81.24867993,117.8596804,122.8527569,136.6708793,119.6976646,130.3943365
0.0001225,138.1080021,125.8639341,104.8716894,78.7376832,124.7031457,126.9898189,139.3835529,130.0598411,123.8227386
1.23E-04,139.7424163,127.29708,107.3765865,76.7647572,129.9307928,124.6514795,140.1813981,136.451464,116.5593936
0.000123,142.806943,125.1052098,110.3824629,75.32990192,130.0258409,118.6257586,139.1441993,136.6451495,114.0229874
1.23E-04,146.6886768,119.372626,112.3863805,74.07440356,124.9882901,111.7006764,136.8304483,125.8956019,115.5217729
0.0001235,150.7747123,114.3144639,113.7223256,74.43311738,117.0992953,108.013295,134.7560509,116.1144821,118.4040526
1.24E-04,155.2693515,112.9656207,114.223305,76.7647572,111.0162151,109.7220815,134.1177747,113.7902556,124.3991945
0.000124,159.5596888,114.567372,113.5553325,81.60739375,110.5409744,115.7478024,135.8730341,117.4702809,131.7778307
1.24E-04,161.8070084,118.4452963,110.8834423,84.83581812,113.1072739,122.7628207,139.9420445,133.4493381,137.6576815
0.0001245,162.6242155,123.334853,107.7105727,85.19453194,121.1863649,127.3495635,144.4897621,156.691603,142.4999115
1.25E-04,162.2156119,125.2738152,106.0406414,82.32482139,132.4970923,129.777839,147.3620047,172.5738174,147.9185974
0.000125,161.194103,123.4191557,105.8736482,78.19961247,138.1049319,130.4973281,147.0428666,178.1906981,153.2219922
1.25E-04,159.1510853,120.8900747,106.2076345,75.68861574,138.865317,127.3495635,143.8514859,175.4791006,156.1042719
0.0001255,156.6994639,118.7825071,107.2095933,76.04732956,135.8237768,120.0647367,139.0644148,169.6685343,155.0666512
1.26E-04,152.6134283,118.529599,107.2095933,79.81382466,126.3189639,112.2402932,135.3145425,163.9548108,154.1443217
0.000126,146.0757714,119.1197179,106.5416208,85.73260267,117.0042472,108.9126563,134.1975592,153.7863199,157.948931
1.26E-04,138.5166056,117.0121504,105.2056757,90.75459613,110.7310707,111.8805487,135.7134651,145.6515272,164.5205288
0.0001265,132.3875523,112.881318,102.0328061,93.08623595,108.069723,118.6257586,138.7452768,142.5525585,170.054506
1.27E-04,129.3230256,109.0033937,99.52790907,92.72752213,111.2063113,124.4716072,141.4579504,140.4220176,173.5132417
0.000127,128.097215,104.7882586,98.02497084,91.11330995,118.9052098,126.6300744,143.1334252,141.487288,174.6661536
1.27E-04,127.0757061,101.837664,99.02692966,90.93395304,126.6041083,124.7414156,143.2132098,149.2347097,173.8591153
0.0001275,124.8283865,101.2475451,101.3648336,92.54816522,130.5010816,120.9640981,142.3355801,157.563188,168.4404293
1.28E-04,118.6993332,100.4888208,104.2037169,94.16237741,129.360504,117.2767166,140.7398897,162.599012,161.4076667
0.000128,111.7530727,97.87543703,105.8736482,94.87980504,122.8972312,113.3195268,139.5431219,164.5358675,154.3749041
1.28E-04,105.4197176,93.23878842,106.0406414,93.9830205,114.0577552,109.4522731,140.1813981,164.4390247,147.3421415
0.0001285,101.1293802,89.27656142,105.3726688,93.44494977,107.4043861,108.2831034,142.3355801,160.8558422,142.0387467
1.29E-04,97.86055178,87.33759927,104.7046963,94.52109122,104.6479904,112.5101016,144.7291156,155.9168609,138.2341374
0.000129,95.61323222,85.98875604,104.37071,97.74951559,108.069723,120.9640981,146.0056679,156.5947603,135.9283136
1.29E-04,94.38742155,86.41026955,105.539662,99.54308469,116.148814,128.6086693,145.3673917,161.0495277,134.5448193
0.0001295,94.38742155,90.79401006,108.3785453,97.74951559,126.3189639,130.5872642,143.2132098,170.4432765,132.5848691
1.30E-04,94.18311977,95.34635597,112.0523943,92.36880831,134.3980549,125.9105854,140.021829,178.5780692,128.6649686
0.00013,92.54870554,98.46555594,115.2252639,86.27067339,134.5881511,118.2660141,136.9900174,174.7043584,119.3263822
1.30E-04,89.89278243,100.994637,116.7282021,83.93903357,125.8437232,112.3302294,135.7932496,162.7926976,107.4513895
0.0001305,86.21535042,101.5847559,115.8932364,86.27067339,115.2933809,109.9918899,137.2293709,146.8136404,98.68925907
1.31E-04,83.15082374,100.4888208,113.8893188,89.85781158,107.4043861,110.8912512,140.7398897,133.061967,92.34824359
0.000131,83.35512552,100.5731235,113.0543531,92.36880831,105.7885679,113.5893352,144.6493311,128.1229857,88.31305192
1.31E-04,87.64546287,101.7533613,113.2213462,91.65138068,111.3964076,116.4672915,146.9630821,125.4113881,89.23538145
0.0001315,94.59172333,103.0179018,113.2213462,88.2435994,119.9507392,119.2553116,146.8832976,124.6366459,93.3858643
1.32E-04,100.9250785,102.3434802,113.0543531,84.65646121,127.6496377,120.244609,144.8089001,127.9293001,96.26814407
0.000132,103.9896051,101.1632424,112.3863805,83.22160594,131.6416591,117.2767166,142.3355801,129.4787845,94.6540674
1.32E-04,103.9896051,103.1865073,110.7164492,83.93903357,129.4555521,111.430868,141.2185968,131.8998537,87.85188716
0.0001325,103.172398,106.7272207,107.0426002,85.55324576,121.6616055,104.6856581,141.5377349,139.0662188,79.66621263
1.33E-04,102.7637945,109.1719991,102.0328061,87.52617176,110.4459263,100.4586599,143.2132098,144.5862567,73.67107073
0.000133,103.172398,110.0150261,96.68902576,89.49909776,100.8460652,101.1781489,145.0482537,149.1378669,70.90408216
1.33E-04,106.4412265,108.076064,92.51419736,90.93395304,99.04015076,107.0239976,146.8832976,151.4620934,71.01937335
0.0001335,112.5702798,105.2940748,90.00930032,91.11330995,104.1727497,115.2081856,148.5587725,150.0094519,73.78636192
1.34E-04,119.7208421,103.3551127,89.50832091,90.03716849,112.7270814,122.3131401,150.0746783,149.3315525,77.82155359
0.000134,124.0111794,101.2475451,89.50832091,87.70552867,124.8932419,126.0005215,151.111877,144.9736278,79.78150383
1.34E-04,125.6455936,103.1865073,88.84034836,85.73260267,135.6336806,125.8206492,151.8299377,141.0030742,79.55092144
0.0001345,125.4412918,107.9917613,87.170417,83.75967666,138.1049319,123.2125014,152.5479984,148.7504958,76.78393287
1.35E-04,123.8068776,109.6778153,84.99950623,83.93903357,134.2079586,118.5358225,153.1862745,158.9189868,75.2851474
0.000135,123.8068776,107.4859451,83.66356115,86.09131649,127.9347821,114.3088243,154.3830423,162.3084837,78.74388311
1.35E-04,127.0757061,103.6923235,83.16258174,88.60231322,119.1903542,113.0497184,156.2978707,154.3673765,85.77664573
0.0001355,134.0219665,97.36962081,85.16649937,89.67845467,115.2933809,116.1075469,158.4520527,143.1336151,93.3858643
1.36E-04,142.3983394,89.27656142,89.34132777,89.31974085,119.3804504,122.8527569,159.888174,138.2914766,95.57639692
0.000136,146.484375,86.24166415,95.18608753,87.52617176,127.5545896,130.7671365,159.8083895,138.0009483,92.80940835
1.36E-04,145.8714697,89.86668033,101.0308473,85.37388885,134.2079586,137.6922187,158.4520527,141.8746591,86.69897526
0.0001365,141.9897359,97.87543703,104.0367237,84.83581812,135.0633918,141.7393447,156.3776552,151.8494645,83.00965716
1.37E-04,138.9252092,106.8958261,105.539662,86.80874412,131.6416591,141.0198556,155.1011029,167.1506223,82.66378359
0.000137,137.6993985,112.2911991,106.2076345,90.75459613,125.3684826,137.1526019,155.5000255,182.1612517,84.85431621
1.37E-04,138.3123039,113.8929504,106.7086139,94.52109122,119.760643,132.8356675,157.8137766,191.8455288,92.92469954
0.0001375,139.5381145,117.1807558,108.3785453,95.59723268,116.3389103,129.9577113,160.5264502,193.1044848,109.1807574
1.38E-04,139.5381145,123.5877611,111.2174286,94.52109122,115.0082365,128.6986055,162.6008476,186.3254909,133.3919074
0.000138,138.1080021,131.259307,114.3902982,92.72752213,116.9091991,129.2382223,163.6380464,175.5759433,159.3324253
1.38E-04,135.8606825,139.2680637,117.0621884,91.29266686,122.6120868,132.0262424,163.7178309,167.8285217,177.317851
0.0001385,133.2047594,144.2419231,119.066106,91.65138068,129.360504,135.8035599,163.3986928,169.1843205,182.5059546
1.39E-04,129.5273274,144.5791339,118.8991128,93.08623595,136.1089212,137.9620271,162.9199857,178.2875409,182.8518281
0.000139,126.8714043,143.6518042,116.3942158,93.9830205,139.7207501,136.523049,162.3614941,192.7171137,181.1224603
1.39E-04,125.6455936,144.0733177,112.5533737,95.05916195,136.67921,132.6557953,161.8030025,202.8856047,176.2802303
0.0001395,127.4843096,147.108215,109.213511,95.23851886,129.0753596,128.5187332,161.1647263,205.1129884,172.0144562
1.40E-04,132.1832505,149.6372961,108.8795247,95.23851886,119.760643,124.291735,160.0477431,197.9466234,173.8591153
0.00014,137.6993985,148.8785717,110.549456,94.87980504,113.9627071,120.5144174,159.2498979,189.4244595,176.0496479
1.40E-04,140.1510199,145.8436745,113.2213462,93.80366359,113.2973702,118.0861418,158.6914063,186.3254909,176.5108127
0.0001405,139.5381145,142.3872637,114.5572913,91.47202377,116.0537659,117.4565889,158.5318372,185.2602204,176.0496479
1.41E-04,138.9252092,139.3523664,115.2252639,89.67845467,122.5170387,119.4351838,158.4520527,183.4202078,173.0520769
0.000141,138.7209074,137.4134043,114.223305,89.31974085,129.7406965,122.4930123,158.2924837,177.9001698,166.1346055
1.41E-04,139.9467181,139.3523664,112.7203668,90.75459613,130.5010816,123.5722459,157.8935611,170.8306476,155.8736896
0.0001415,143.6241501,141.5442367,111.718408,92.01009449,125.1783863,120.6942897,156.7765778,166.3758801,143.0763674
1.42E-04,150.9790141,138.0878259,111.5514149,92.54816522,116.5290066,114.4886965,154.5426113,165.4074524,136.8506431
0.000142,157.516671,130.8377935,113.2213462,92.1894514,109.495445,108.7327841,151.8299377,162.8895404,140.7705436
1.42E-04,160.7854995,124.8523017,116.5612089,91.83073758,107.4994343,105.8548278,149.5161867,155.1421187,149.1868005
0.0001425,160.5811977,120.4685612,120.9030305,92.01009449,109.0202043,105.1353388,148.8779105,143.7146718,152.4149538
1.43E-04,157.516671,119.372626,123.5749207,93.44494977,115.7686215,106.5743169,149.4364022,131.803011,143.1916586
0.000143,153.2263337,122.1546152,122.5729618,94.34173432,122.6120868,109.6321454,150.5533854,121.5376773,131.7778307
1.43E-04,149.5489017,125.1895125,119.4000923,94.87980504,126.3189639,113.6792713,151.3512306,117.1797526,123.5921562
0.0001435,148.5273928,124.3464855,115.5592501,93.80366359,127.839734,117.2767166,151.8299377,119.6976646,114.9453169
1.44E-04,151.7962212,120.6371666,113.0543531,92.01009449,124.3229532,118.176078,151.111877,126.7671869,107.4513895
0.000144,155.0650497,113.8929504,111.8854011,90.39588231,116.0537659,116.4672915,149.4364022,132.6745959,106.1831864
1.44E-04,157.1080675,108.4975775,111.8854011,89.31974085,110.5409744,113.3195268,147.0428666,132.0935393,114.368861
0.0001445,156.0865586,106.2214045,111.8854011,88.60231322,107.8796268,110.711379,145.1280382,123.3776899,123.7074474
1.45E-04,151.1833159,105.2940748,111.718408,87.16745794,113.202322,110.4415706,144.170624,113.4028845,125.7826888
0.000145,145.8714697,106.4743126,111.2174286,84.83581812,126.2239158,111.430868,144.6493311,104.8807207,121.7474972
1.45E-04,143.6241501,109.5092099,110.0484766,83.22160594,136.2039693,112.9597823,145.3673917,102.9438653,118.1734703
0.0001455,144.0327537,110.9423558,108.5455384,83.22160594,139.9108464,114.8484411,146.0056679,113.9839411,114.9453169
1.46E-04,143.6241501,110.3522369,107.7105727,84.29774739,137.3445469,117.1867805,145.8460989,131.7061682,110.1030869
0.000146,140.3553217,110.0150261,107.7105727,84.4771043,129.9307928,119.7049922,145.0482537,153.0115777,105.2608569
1.46E-04,135.8606825,112.3755018,110.0484766,83.40096285,119.9507392,120.9640981,144.330193,168.8937921,103.9926538
0.0001465,132.3875523,115.9162153,113.2213462,81.60739375,109.7805894,119.7049922,143.8514859,171.4117042,106.4137688
1.47E-04,129.3230256,118.7825071,116.5612089,79.45511084,106.8340974,117.1867805,143.7717014,165.7948235,110.4489605
0.000147,126.258499,120.8900747,118.8991128,78.37896938,112.2518407,114.7585049,144.9684692,160.6621566,114.1382786
1.47E-04,121.9681616,122.1546152,119.7340785,79.99318157,119.6655948,114.6685688,147.8407118,160.6621566,117.2511407
0.0001475,116.6563154,124.1778801,119.066106,82.5041783,126.7942045,117.8163334,152.0692913,167.1506223,118.634635
1.48E-04,112.7745816,125.4424206,118.3981334,86.09131649,131.4515629,123.1225652,155.8191636,181.7738807,117.2511407
0.000148,111.3444691,127.3813827,118.2311403,88.42295631,131.1664185,129.1482861,157.414854,198.3339944,116.0982288
1.48E-04,111.3444691,133.1139665,119.7340785,90.2165254,128.4100227,133.3752843,156.7765778,204.9193029,117.1358495
0.0001485,112.1616763,141.6285394,121.571003,90.03716849,125.2734345,134.0947734,154.4628268,194.5571264,118.9805086
1.49E-04,111.1401674,151.4076528,123.5749207,88.78167013,123.2774237,132.2960508,152.0692913,181.192824,118.7499262
